Technologie,itération,Capacité,zipf_parameter,Nombre de Fogs, Hit rate, Ratio OriginUser,Latence_P50,Latence_P90,Latence_P99
LRU,1000000,150000000,0.1,6,0.07839629247219948,91.52046646467625,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,7,0.06770388201650751,92.53704231351207,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,7,0.06735622672734795,92.6977251307602,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,6,0.08345122738062118,90.98479927489656,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,6,0.12081680300790197,85.51328872075918,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,6,0.0994088801315575,88.66384038540397,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,7,0.06524648408586232,93.01751702134784,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,6,0.10138303555529174,88.45138262113912,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,6,0.08431714178378202,90.84297798003945,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,6,0.1214185930434834,85.3964823660754,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,6,0.11972032933733426,85.6223077533886,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,6,0.0987324073004334,88.89155593820797,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,7,0.07306777189346841,92.12931976252422,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,7,0.07872778131336303,91.41195301227938,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,7,0.07959798935330528,91.45489384717695,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,7,0.08174046795042447,91.07632835228694,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,7,0.10310479459973852,88.13137697375957,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,7,0.07582990316562528,91.7107265159678,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,7,0.08444186878527775,90.83216161148059,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,7,0.07250072648989735,92.25537562941096,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,7,0.07315230001269339,92.14459508652924,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,7,0.07165405814810102,92.26431700258884,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,7,0.10018813005821382,88.5389801304512,284.0040000000008,284.00400000001537,284.00400000001537
